Function,Meaning,Domain,Sign,Curvature,Monotonicity
":ref:`dotsort(X,W) <dotsort>` \n constant :math:`W \in \mathbf{R}^{o \times p}`",":math:`\langle sort\left(vec(X)\right), sort\left(vec(W)\right) \rangle`",:math:`X \in \mathbf{R}^{m \times n}`,"depends on :math:`X`, :math:`W`",|convex| convex,|incr| for :math:`\min(W) \geq 0` \n |decr| for :math:`\max(W) \leq 0`
